RMOWNHH,OMB13CBSA,DIVISION,HHSEX,HHMAR,HHCITSHP,HHAGE,HHRACE,HHGRAD,NUMPEOPLE,HINCP
'-6','41860','9','2','6','1',79,'04','39',1,62000
'-6','41860','9','1','6','1',30,'08','44',1,50000
'-6','41860','9','1','6','4',61,'01','39',1,9000
'2','41860','9','2','4','1',45,'01','45',2,80080
'-6','41860','9','2','6','1',70,'03','40',2,74000
'-6','99998','3','2','6','1',21,'02','38',2,2000
'-6','99998','3','2','1','1',70,'01','45',2,127910
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',50,'01','43',2,95000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','3','1',62,'01','39',2,49800
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',73,'01','42',4,4830
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','6','1',25,'01','40',4,130000
'-6','40140','9','2','6','1',53,'03','44',5,47980
'-6','99998','9','2','4','1',80,'01','40',1,84000
'-6','99998','9','1','1','1',68,'02','38',3,134000
'-9','41860','9','2','3','2',58,'01','38',2,0
'2','41860','9','2','6','1',37,'04','44',1,100000
'-6','41860','9','1','6','1',29,'01','43',3,338010
'-6','41860','9','1','6','1',62,'04','43',1,10100
'2','41860','9','2','6','5',34,'01','45',1,200000
'-6','41860','9','2','1','1',63,'01','40',2,33200
'-6','41860','9','1','6','5',77,'04','39',1,15100
'2','99998','3','2','3','1',62,'02','40',1,2300
'-6','99998','3','2','4','1',52,'01','43',1,35004
'-6','35620','2','1','6','5',54,'01','43',2,61000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',33,'01','40',2,149000
'-6','40140','9','2','6','1',20,'01','40',2,3000
'-6','40140','9','1','6','1',71,'01','38',1,0
'-6','40140','9','2','6','1',30,'01','43',1,50000
'-6','40140','9','1','1','5',62,'01','31',5,13000
'-6','40140','9','1','1','1',59,'01','39',2,95000
'-6','40140','9','1','6','1',33,'04','45',1,118000
'-6','40140','9','1','1','1',66,'01','43',4,79980
'-6','40140','9','2','1','1',75,'01','40',2,8300
'-6','40140','9','1','4','1',44,'02','45',3,141000
'-6','40140','9','1','1','1',65,'01','39',3,59700
'-6','40140','9','1','1','1',29,'01','41',4,37000
'-6','40140','9','1','6','1',37,'02','40',2,10004
'2','99998','9','1','5','1',26,'01','40',4,86000
'-6','99998','9','2','4','1',54,'01','44',1,28120
'-6','99998','9','2','3','1',85,'01','40',1,23000
'-6','41860','9','2','1','1',35,'04','43',4,225000
'2','99998','3','2','4','1',66,'01','40',1,12400
'-6','99998','3','1','1','1',63,'01','44',2,296000
'-6','40140','9','1','6','1',61,'02','37',1,0
'-6','40140','9','2','3','1',80,'01','43',1,24000
'-6','35620','2','2','3','1',46,'01','44',3,62000
'2','40140','9','1','1','1',31,'01','43',2,72200
'-6','40140','9','1','1','4',62,'01','45',3,24000
'-6','40140','9','2','5','4',44,'01','36',4,77890
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','3','1',85,'01','45',1,20000
'1','40140','9','1','4','1',42,'01','40',2,110000
'-6','40140','9','1','4','1',52,'01','40',5,60000
'-6','40140','9','2','4','1',71,'01','34',5,176000
'-6','40140','9','1','1','1',63,'01','43',2,159000
'-6','40140','9','1','4','1',63,'01','36',1,11100
'-6','40140','9','2','3','1',85,'01','34',3,6200
'-6','40140','9','2','1','1',33,'01','42',4,150000
'2','99998','9','2','5','1',38,'01','38',4,35000
'-6','99998','9','2','1','5',43,'01','35',3,87000
'-6','41860','9','2','4','4',80,'04','39',1,11000
'2','41860','9','2','6','1',38,'03','45',1,193000
'-6','41860','9','2','1','1',48,'04','47',2,44500
'-6','41860','9','1','1','1',61,'01','46',2,204050
'-6','99998','9','2','1','1',69,'01','43',4,100000
'2','35620','2','1','1','1',39,'01','41',3,75000
'-6','40140','9','2','4','4',80,'01','40',2,41800
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','4','1',47,'01','39',3,79880
'-6','40140','9','2','4','1',63,'01','39',2,60000
'-6','40140','9','1','1','1',69,'01','40',3,297200
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','4',52,'01','41',5,191000
'-6','40140','9','1','1','1',41,'01','44',4,107000
'-6','40140','9','1','6','1',43,'01','44',1,125000
'-6','40140','9','1','1','1',25,'01','38',3,16190
'1','40140','9','1','1','1',47,'01','40',5,40000
'-6','40140','9','2','4','4',48,'04','42',6,168000
'-6','99998','9','2','4','1',65,'01','40',1,20000
'1','41860','9','1','1','4',73,'04','37',2,15900
'-6','41860','9','1','4','1',79,'01','45',2,437300
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','2','1','6','1',72,'01','39',2,17000
'2','41860','9','1','6','1',58,'01','44',1,90000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','2','4','1',63,'04','44',1,54080
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'1','41860','9','2','6','1',22,'01','40',3,79000
'-6','99998','9','2','3','1',85,'07','34',1,11200
'-6','99998','3','2','1','1',37,'01','39',6,87404
'-6','99998','5','2','5','1',37,'02','39',3,56600
'2','99998','4','2','1','3',53,'01','45',2,95000
'-6','99999','5','1','1','1',80,'01','44',2,337000
'-6','99999','5','1','4','1',34,'01','39',3,50500
'-9','99998','6','1','6','1',29,'01','42',2,32800
'-6','99998','6','2','3','1',76,'01','39',2,45800
'-6','99999','5','1','1','1',79,'01','44',2,26800
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','1','4','1',73,'01','39',2,34900
'-6','99998','4','1','1','1',74,'01','39',2,29500
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','2','4','1',72,'02','40',2,22000
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','2','1','1',65,'01','40',2,67800
'-6','99998','6','1','1','1',47,'01','39',4,55700
'2','99999','5','1','4','1',46,'01','39',1,92000
'-6','99998','5','1','5','1',74,'02','39',1,12200
'1','99998','5','2','2','4',31,'04','39',1,18000
'-6','99999','5','2','4','1',85,'01','36',1,21100
'1','99998','6','1','4','1',55,'01','40',1,0
'2','99998','5','1','1','1',29,'01','45',2,75000
'-6','99999','5','2','1','1',36,'01','40',4,98000
'-6','99998','5','1','1','1',52,'01','40',3,178000
'-6','99998','6','2','3','1',80,'01','36',1,12780
'-6','99999','7','2','4','1',67,'01','40',2,24000
'-6','99998','7','2','4','1',60,'01','34',3,27000
'1','99999','3','2','4','1',62,'01','39',2,60100
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','7','1','1','1',76,'01','47',2,19210
'-6','99999','3','2','1','4',59,'01','39',2,22800
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','4','1',63,'01','44',1,145200
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','3','1',80,'02','36',1,14400
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','2','6','5',44,'01','35',2,14400
'-6','26420','7','1','1','1',52,'01','38',3,70000
'2','26420','7','2','4','5',29,'01','39',1,2300
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','7','2','5','1',41,'02','40',1,24000
'-6','99998','7','2','3','4',78,'01','39',1,9500
'-6','99999','3','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','7','2','1','5',32,'01','34',5,650
'-6','99998','7','1','6','1',24,'01','41',1,24000
'-6','99999','3','2','4','1',43,'01','39',2,38000
'-6','99998','7','1','3','4',85,'01','33',2,31100
'-6','26420','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','7','1','6','1',56,'01','36',1,0
'-6','99998','3','1','1','1',40,'01','39',3,54000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','16980','3','1','1','1',58,'01','37',3,86000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','3','1','6','1',56,'01','39',3,49600
'-6','99999','3','1','6','1',72,'01','45',1,28300
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','26420','7','2','1','1',34,'01','39',5,85000
'-6','26420','7','2','1','1',61,'01','44',2,100000
'-6','99998','7','1','1','4',42,'01','39',5,90000
'-6','99999','3','1','4','1',52,'01','39',4,8900
'-6','99998','7','2','1','5',52,'01','31',5,60000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','1','1','1',47,'01','45',4,125030
'-6','99999','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','4','2','4','1',55,'01','44',2,25000
'-6','99998','3','1','4','1',48,'01','39',2,125004
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','4','1','1','1',65,'01','45',2,390000
'-6','99998','3','1','4','1',48,'01','39',1,65000
'2','99998','4','1','6','1',18,'01','39',1,25000
'-6','99998','4','2','1','1',28,'01','43',2,80000
'-6','99999','4','2','1','1',74,'01','39',2,37130
'-6','99998','4','2','4','1',64,'01','39',1,10800
'-6','99999','4','1','1','1',53,'01','42',4,150010
'-6','99998','4','2','4','1',57,'02','43',1,770
'-6','99998','3','1','6','1',80,'01','45',1,49300
'2','99999','4','2','1','1',50,'01','39',5,4400
'-6','99999','4','2','6','1',66,'01','45',1,31000
'-6','99998','4','1','4','1',74,'01','46',1,27000
'-6','99998','4','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','4','2','1','2',43,'01','38',5,23350
'-6','99998','4','1','1','1',70,'01','43',2,113100
'1','99998','4','2','1','1',71,'01','44',6,60100
'-6','99998','4','2','1','1',67,'01','45',2,70600
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','2','6','1',30,'02','39',3,184000
'2','99998','5','2','4','1',59,'01','40',1,18000
'-6','47900','5','2','1','1',53,'01','43',4,201500
'-6','47900','5','2','1','1',36,'02','41',4,18000
'-6','99999','6','2','1','1',55,'01','40',2,70500
'2','99998','6','2','4','1',43,'01','40',2,80500
'-6','99999','6','2','4','1',65,'01','39',1,17200
'-6','47900','5','1','1','1',49,'08','44',3,165000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','1','1','1',50,'01','39',4,37000
'-6','47900','5','2','1','1',35,'01','39',2,140200
'-6','99998','5','2','6','1',80,'01','41',2,19300
'-6','99998','9','2','1','1',66,'01','44',2,121800
'-6','99998','6','1','6','1',48,'02','42',1,48000
'-6','99998','6','2','3','1',85,'01','39',1,56200
'-6','47900','5','1','5','1',61,'01','37',3,49000
'-6','99998','6','2','3','1',65,'01','45',1,87050
'-6','47900','5','1','1','5',37,'01','31',5,68300
'-6','99998','6','1','4','1',41,'01','42',6,134000
'-6','47900','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','6','1','1','1',26,'01','39',4,30000
'-6','47900','5','1','1','1',85,'01','44',2,32800
'1','99998','5','1','6','1',32,'01','42',2,57000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'1','47900','5','1','1','4',35,'04','39',4,50000
'2','99999','6','1','1','1',36,'01','40',4,105000
'-6','99998','6','1','1','1',68,'01','44',2,73000
'-6','99999','6','2','3','1',49,'01','42',3,62000
'-6','99998','5','2','1','1',38,'01','43',2,40000
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'-9','99999','6','2','4','1',19,'01','36',1,1000
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','6','2','5','1',39,'02','40',2,47300
'-6','99998','6','1','6','1',59,'01','39',1,0
'-6','47900','5','2','3','1',60,'01','41',3,105000
'-6','99999','6','1','4','1',47,'01','39',6,82000
'-6','47900','5','1','6','1',76,'02','39',2,9500
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','6','1','3','1',67,'02','37',2,40000
'-6','99999','6','1','1','1',57,'01','47',3,85000
'-6','99998','5','2','3','1',80,'01','41',1,41200
'-6','99998','5','2','1','1',63,'02','44',3,50000
'-6','99998','2','2','4','1',27,'01','39',5,51500
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','2','2','6','1',36,'02','39',6,25100
'-6','99998','2','1','6','5',35,'01','43',4,100100
'1','99998','2','1','1','1',41,'01','39',2,110000
'-9','99998','7','2','5','1',52,'02','44',1,65000
'-6','99998','5','1','1','1',62,'02','32',2,46200
'-6','99998','5','1','4','1',57,'02','40',1,35200
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','2','1','1',37,'02','47',3,74500
'-6','99998','5','2','6','5',36,'01','36',6,26600
'-6','99998','2','1','1','1',38,'01','44',2,85000
'-6','99998','2','1','1','1',85,'01','39',2,25400
'-6','99998','5','1','1','4',80,'01','39',2,20500
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','5','1','6','1',34,'01','39',1,38800
'-6','99998','2','1','1','2',41,'01','35',4,72000
'2','99998','2','2','4','4',55,'02','39',1,53000
'-6','99998','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','1','1','1',30,'01','43',4,42800
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','2','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','5','2','6','1',21,'02','40',1,0
'2','99998','5','1','4','1',60,'02','39',1,0
'-6','99998','2','2','6','1',67,'02','41',1,17000
'-6','99998','2','1','4','1',56,'01','42',2,89000
'-6','99998','5','2','4','1',41,'01','40',2,33000
'-9','99998','5','1','6','1',34,'02','42',1,38800
'-6','99998','2','1','1','1',66,'01','44',2,110000
'-6','99998','2','1','1','1',64,'01','39',2,63000
'-6','99998','5','2','3','1',85,'01','41',1,21000
'-6','99998','5','1','6','1',27,'01','44',1,0
'2','99998','2','2','3','1',42,'01','39',3,50000
'-6','99998','2','2','6','1',30,'01','40',5,29200
'-6','99998','7','2','6','1',37,'02','39',2,60000
'-6','99998','7','2','6','4',61,'08','42',1,110000
'-6','99998','7','2','6','1',43,'02','36',4,5500
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','7','2','6','1',34,'02','39',2,20400
'-6','99998','5','1','4','1',57,'02','43',1,38800
'2','99998','2','2','1','1',55,'01','44',3,151000
'-6','99998','2','1','1','1',54,'01','41',2,80700
'-6','12060','5','1','1','1',61,'02','38',2,50000
'-6','99998','9','2','1','1',71,'01','44',2,74200
'-6','12060','5','1','4','1',73,'01','35',1,13500
'-6','99998','5','2','6','1',76,'01','40',1,25400
'-6','99998','9','2','4','1',58,'01','45',1,18100
'-6','12060','5','1','1','1',40,'01','40',5,82800
'-6','99998','9','2','6','5',31,'01','42',4,47400
'-6','99998','5','2','3','1',71,'01','40',1,68500
'-6','99998','5','1','1','1',64,'01','40',2,106500
'-6','99998','9','1','1','1',51,'01','40',2,288030
'-6','99998','5','1','1','1',25,'02','39',2,58000
'-6','99998','5','1','4','1',72,'01','39',1,73400
'-6','12060','5','2','6','1',38,'02','43',1,35600
'2','99998','9','1','1','1',71,'01','39',2,6480
'2','99998','5','2','1','1',33,'01','45',5,120010
'2','12060','5','1','1','1',26,'02','40',2,65000
'-6','99998','5','1','6','1',23,'01','44',1,42000
'-6','12060','5','1','6','1',64,'01','44',2,115000
'2','99998','9','2','4','5',54,'01','33',3,23000
'-6','99998','9','2','4','1',76,'01','43',1,14800
'-6','99998','9','2','1','4',57,'01','39',2,25000
'-6','99998','5','1','1','1',55,'02','40',2,47000
'2','99998','5','2','1','1',35,'01','39',5,80000
'2','99998','9','1','6','1',35,'01','44',2,115000
'-6','99998','9','1','1','5',40,'01','32',7,148000
'-6','99998','9','1','4','5',31,'03','34',3,113000
'-6','12060','5','1','1','1',80,'02','34',3,12500
'2','99998','9','1','1','5',51,'01','33',4,93000
'-6','99998','5','1','1','1',48,'01','44',5,333100
'-6','12060','5','2','4','1',73,'01','38',1,24000
'-6','99998','9','2','6','1',29,'03','32',1,20000
'-6','99998','5','1','1','1',80,'02','34',2,12000
'-6','99998','5','1','1','1',53,'01','40',2,160000
'-6','99998','9','1','1','1',49,'01','40',3,64000
'-6','99998','9','1','1','5',49,'01','33',8,37000
'-6','99998','9','1','1','1',61,'01','39',3,27000
'-6','99998','9','2','4','1',40,'01','41',2,45000
'-6','99998','5','2','4','1',53,'02','40',2,75000
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','2','5','1',35,'01','42',1,15000
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99999','5','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','1','1','1',31,'01','44',2,144000
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','6','1',33,'02','42',5,236000
'-6','99998','5','1','6','1',67,'02','42',3,9000
'-6','99998','3','1','1','4',51,'04','45',4,119000
'-6','99998','3','-6','-6','-6',-6,'-6','-6',-6,-6
'-9','99998','3','2','6','1',61,'02','40',1,40000
'2','99998','3','1','1','1',46,'01','39',3,75000
'-6','99998','3','1','1','1',51,'01','44',3,110000
'-6','99998','3','1','1','1',64,'01','42',3,106600
'-6','99998','3','2','1','1',57,'01','39',2,40000
'-6','99998','3','2','3','1',85,'01','40',2,30200
'-6','99999','7','2','1','1',29,'01','40',4,46000
'2','99998','5','2','6','1',21,'01','40',1,12500
'-6','99998','3','2','6','1',29,'01','39',6,91000
'-6','99998','3','2','1','1',62,'01','39',2,45450
'-6','99999','7','1','1','1',79,'01','39',2,39500
'-6','99998','5','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','3','1','1','1',60,'01','37',5,57000
'-6','99998','3','2','6','1',51,'02','38',1,12900
'-6','99998','3','1','1','1',60,'01','44',3,328300
'-6','99999','7','-6','-6','-6',-6,'-6','-6',-6,-6
'1','99998','3','1','4','2',54,'01','32',1,11700
'1','99998','3','1','6','1',40,'01','44',1,0
'-6','99998','3','1','6','1',63,'01','45',1,110400
'-6','99998','5','2','4','1',44,'02','44',1,48100
'-6','99998','3','1','6','1',30,'01','44',3,573000
'-6','99998','3','-6','-6','-6',-6,'-6','-6',-6,-6
'2','99998','3','2','3','1',85,'01','39',2,21900
'-6','99999','7','2','1','1',47,'01','40',3,105800
'-6','99998','3','2','1','1',32,'01','44',4,80000
'-6','99998','3','2','4','1',63,'02','44',1,38000
'-6','99998','5','2','6','1',36,'02','45',3,116000
'2','99998','3','2','1','1',24,'01','44',2,60000
'-6','40140','9','1','1','1',75,'01','42',2,55000
'-6','40140','9','2','1','1',76,'01','38',3,20900
'-6','40140','9','1','1','1',50,'01','46',4,130000
'1','40140','9','1','1','3',32,'01','41',5,87000
'-6','40140','9','1','1','1',63,'01','39',2,180500
'2','40140','9','1','6','1',35,'01','42',1,32000
'-6','40140','9','2','1','5',55,'01','42',5,237000
'-6','40140','9','2','4','4',48,'01','40',4,34800
'-6','40140','9','2','1','1',50,'01','36',3,35000
'-6','40140','9','2','6','4',46,'01','42',3,60000
'-6','40140','9','1','1','5',38,'01','33',5,43800
'-6','40140','9','1','4','1',65,'01','40',1,37800
'-6','99998','9','2','3','4',85,'01','40',1,16800
'-6','99998','9','2','2','4',75,'01','39',3,28960
'-6','41860','9','1','1','5',65,'04','39',2,57600
'2','41860','9','1','6','1',31,'01','44',1,50000
'2','41860','9','1','1','1',30,'01','39',2,140000
'-9','41860','9','1','1','1',43,'01','45',2,116000
'2','41860','9','2','6','4',31,'01','45',2,315020
'-6','99998','3','1','5','1',56,'01','46',1,100300
'2','40140','9','1','6','1',32,'01','39',3,109000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','4','1',80,'01','40',1,1500
'-6','40140','9','1','1','5',31,'01','40',4,50000
'-6','40140','9','1','1','1',69,'01','44',2,125400
'-6','40140','9','2','3','1',45,'01','42',1,0
'2','40140','9','2','1','5',30,'01','44',3,105000
'-6','40140','9','1','6','4',31,'01','39',2,0
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','1','1',78,'01','39',2,41500
'-6','40140','9','2','1','4',55,'01','43',5,158700
'-6','40140','9','2','1','1',55,'01','40',4,65000
'-6','41860','9','1','3','4',85,'01','44',1,11210
'-6','41860','9','1','6','1',33,'01','44',1,0
'-6','41860','9','2','6','1',59,'01','39',1,12000
'-6','99998','3','2','4','1',69,'01','45',1,51000
'-6','99998','9','1','6','1',35,'01','39',1,25000
'-6','40140','9','2','1','5',48,'01','33',6,77990
'-6','40140','9','2','1','4',45,'04','44',5,63200
'-6','40140','9','1','1','1',36,'01','40',6,24000
'-6','40140','9','2','2','1',60,'01','40',1,18900
'-6','35620','2','1','1','4',69,'01','45',5,92804
'-6','40140','9','1','1','1',66,'01','44',3,61700
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','1','1',29,'01','40',2,60000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','6','5',42,'01','44',2,36000
'-6','40140','9','1','4','1',28,'01','43',4,32000
'2','40140','9','1','1','1',51,'01','44',3,90500
'-6','99998','9','2','1','5',28,'01','39',4,35000
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'2','41860','9','1','6','5',27,'02','44',1,24000
'-6','41860','9','1','6','1',43,'01','44',1,70000
'-6','41860','9','2','6','1',62,'01','44',1,22000
'-6','41860','9','1','6','1',74,'01','45',1,91700
'-6','41860','9','2','1','1',46,'01','44',4,138000
'-6','41860','9','1','1','4',64,'04','45',2,116000
'-6','41860','9','2','1','4',75,'04','32',2,830
'-6','41860','9','2','3','4',85,'01','40',1,39000
'-6','41860','9','1','1','1',55,'01','46',2,316300
'-6','99998','3','2','1','1',34,'01','45',4,9200
'-6','99998','9','1','1','1',85,'01','40',6,56500
'-6','40140','9','1','3','1',58,'01','37',2,59200
'-6','40140','9','2','2','4',31,'04','44',2,0
'-6','40140','9','2','1','4',36,'01','41',4,109800
'-6','40140','9','2','1','1',36,'01','44',6,233900
'-6','40140','9','1','1','1',50,'01','39',6,90000
'-6','40140','9','2','1','1',50,'01','43',4,83000
'-6','40140','9','2','6','1',39,'01','39',1,0
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',32,'01','39',4,106000
'1','40140','9','2','6','1',23,'02','39',3,48000
'1','40140','9','1','6','1',24,'01','39',2,80000
'-6','40140','9','2','5','1',38,'01','41',4,35000
'-6','40140','9','2','3','4',57,'04','44',3,81000
'-6','40140','9','1','1','4',53,'01','35',9,112000
'1','99998','9','2','5','1',34,'01','43',5,54000
'1','99998','9','1','2','1',22,'01','40',1,30000
'2','99998','9','1','1','1',35,'01','44',4,159000
'-6','41860','9','2','6','1',60,'01','44',1,1000
'-6','41860','9','1','1','1',32,'01','44',2,335000
'-6','41860','9','1','1','5',71,'01','36',3,80000
'-6','41860','9','1','6','4',56,'04','45',1,108000
'-6','41860','9','2','4','4',59,'01','45',3,14000
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','1','1','1',53,'01','45',4,225070
'-6','41860','9','2','6','4',35,'04','44',2,100000
'-6','41860','9','2','1','1',53,'01','46',4,320000
'-6','99998','3','2','1','1',71,'01','44',2,158000
'-6','40140','9','2','1','1',61,'01','40',2,97000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','1',70,'01','40',2,148000
'-6','40140','9','2','6','1',37,'02','41',1,9000
'-6','40140','9','1','1','1',69,'01','47',4,251300
'-6','40140','9','1','1','1',40,'01','44',4,25000
'-6','40140','9','1','6','1',28,'03','40',1,35000
'-6','40140','9','2','1','1',36,'01','40',5,100000
'-6','40140','9','1','1','4',40,'01','44',5,463000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','1','4',60,'01','36',3,62000
'-6','40140','9','2','4','5',47,'01','32',4,24000
'1','40140','9','2','1','1',33,'01','39',6,35830
'-6','40140','9','1','1','1',62,'01','44',5,59500
'-9','99998','9','2','4','1',46,'01','39',4,22000
'1','99998','9','1','1','1',30,'01','44',2,100000
'-6','99998','9','2','4','4',62,'01','44',1,11200
'-6','99998','9','1','4','1',50,'01','44',3,140000
'-6','99998','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','41860','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','99998','3','2','4','1',65,'01','40',1,10204
'-6','99998','9','1','1','1',64,'01','40',3,72170
'2','40140','9','2','6','1',52,'02','43',3,43600
'-6','40140','9','1','4','1',56,'01','36',1,930
'-6','40140','9','2','3','1',70,'01','40',2,85200
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','2','6','1',33,'02','39',2,62000
'-6','40140','9','1','3','5',85,'01','31',5,190
'-6','40140','9','2','1','1',32,'02','39',2,140000
'-6','40140','9','1','4','1',60,'01','39',1,3000
'-6','40140','9','2','4','1',40,'01','39',2,85000
'-6','40140','9','1','1','1',50,'01','35',4,75500
'-6','99998','9','2','3','5',61,'01','40',1,1500
'-6','99998','9','1','3','4',85,'01','31',2,11500
'2','99998','9','2','1','1',33,'01','44',4,170000
'-6','99998','9','2','1','1',32,'04','44',5,100000
'-6','41860','9','1','1','1',43,'01','45',4,493000
'-6','41860','9','2','1','1',44,'01','45',2,113000
'-6','41860','9','2','4','1',68,'01','41',1,0
'2','41860','9','2','6','5',35,'04','45',1,493000
'1','41860','9','1','6','5',24,'04','44',2,80000
'-6','99998','3','1','1','1',42,'01','44',4,100300
'1','40140','9','1','1','1',30,'01','39',2,50000
'-6','40140','9','2','5','4',64,'01','38',1,32000
'-6','40140','9','-6','-6','-6',-6,'-6','-6',-6,-6
'-6','40140','9','1','1','4',39,'01','34',6,48000
'-6','40140','9','1','1','1',76,'01','39',2,161800
'-6','40140','9','1','1','1',44,'01','44',2,17900
'-6','40140','9','2','5','1',66,'03','40',2,0
'-6','40140','9','1','1','4',60,'04','40',2,8300
'-6','99998','9','1','1','4',65,'01','42',3,63600
'-6','99998','9','1','1','4',67,'08','43',2,100050
'-6','99998','9','2','4','1',65,'02','40',3,15400
'-6','41860','9','1','4','3',72,'04','39',2,81600
'-6','41860','9','1','6','1',40,'02','44',1,230000
'2','41860','9','1','6','1',32,'04','44',1,200000
'-6','41860','9','1','1','1',74,'01','47',3,396000
'-6','41860','9','1','1','4',74,'04','33',2,18000
'-6','41860','9','1','1','5',45,'04','47',3,181000
